Customer ID,Age,Gender,Item Purchased,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Shipping Type,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
355,38,Female,Sweater,54.11324013,Pennsylvania,S,Lavender,Fall,NA,2-Day Shipping,Yes,1,Credit Card,
268,,Female,Sunglasses,52.46263208,Maryland,M,Pale peach,Summer,NA,2-Day Shipping,Yes,6,Credit Card,
1295,49,Male,Boots,46.45083145,Texas,M,Ruby Red,Fall,NA,2-Day Shipping,Yes,1,Credit Card,
973,40,Female,Socks,45.95365582,Colorado,L,Burnt orange,Fall,4,Standard,Yes,0,Credit Card,
667,,Female,Boots,51.64981441,,L,Baby blue,Winter,NA,2-Day Shipping,Yes,10,Credit Card,
757,35,Female,Sweater,48.51722288,Montana,S,Burnt orange,Winter,4,2-Day Shipping,Yes,2,Credit Card,
1214,50,Female,Backpack,46.78824812,Kentucky,XL,Brown,Winter,4,2-Day Shipping,Yes,7,Credit Card,
1510,58,Female,Pajamas,41.86346888,New Hampshire,XL,Brick red,Fall,NA,2-Day Shipping,Yes,0,Credit Card,
52,26,Female,Shorts,50.55628694,Vermont,XL,Lemon yellow,Summer,5,Express,Yes,3,Credit Card,
906,32,Male,Handbag,42.80156751,Mississippi,S,Mauve,Summer,4,2-Day Shipping,Yes,1,Credit Card,
101,28,Female,Sweater,55.89510963,,M,Brown,Winter,NA,2-Day Shipping,Yes,10,Credit Card,
267,47,Male,Shorts,46.87898212,Louisiana,L,Baby blue,Spring,NA,2-Day Shipping,Yes,5,Credit Card,
774,25,Male,Shorts,52.20564336,California,L,Lavender,Summer,4,2-Day Shipping,Yes,0,Credit Card,
648,64,Female,Leggings,52.93921215,Mississippi,XL,Mauve,Fall,NA,2-Day Shipping,Yes,0,Bank Transfer,
44,,Male,Dress,46.8250033,Ohio,L,Periwinkle,Spring,NA,2-Day Shipping,Yes,0,Credit Card,
1591,,Male,Jeans,46.97835316,Wisconsin,S,Brown,Fall,NA,2-Day Shipping,Yes,1,Credit Card,
1322,22,Male,Shorts,50.73171682,Missouri,L,Baby blue,Spring,NA,Standard,Yes,4,Credit Card,
1112,26,Male,Running Shoes,44.46111837,New York,S,Baby blue,Spring,NA,2-Day Shipping,Yes,0,Credit Card,
356,23,Female,Dress,58.05810998,Oregon,XL,Periwinkle,Summer,4,2-Day Shipping,Yes,0,Credit Card,
591,47,Male,Running Shoes,47.59130718,,S,Periwinkle,Spring,NA,2-Day Shipping,Yes,0,Credit Card,
1644,22,Female,Pajamas,37.19036243,Ohio,L,Aubergine,Winter,NA,2-Day Shipping,Yes,8,Credit Card,
373,25,Male,Hoodie,56.18790937,Pennsylvania,L,Terra cotta,Fall,NA,2-Day Shipping,Yes,2,Credit Card,
262,32,Male,Handbag,60.11320725,California,L,White,Spring,NA,2-Day Shipping,Yes,1,Credit Card,
172,29,Male,Jacket,40.73148328,Virginia,M,Terra cotta,Winter,2,Standard,Yes,1,Credit Card,
210,24,Female,Sunglasses,47.31529048,Minnesota,S,Turquoise,Summer,NA,2-Day Shipping,Yes,8,Credit Card,
1085,37,Female,T-shirt,43.06880937,,S,Fuchsia,Summer,NA,2-Day Shipping,Yes,10,Credit Card,
152,29,Male,Gloves,42.39010459,,L,Muted mustard yellow,Fall,NA,2-Day Shipping,Yes,3,Credit Card,
867,38,Male,Jeans,47.16881692,New Mexico,M,Pale peach,Fall,NA,2-Day Shipping,Yes,5,Credit Card,
1102,28,Male,Backpack,49.58630643,Delaware,XL,Periwinkle,Fall,4,2-Day Shipping,Yes,7,Credit Card,
1661,46,Female,Hoodie,36.54850838,Louisiana,L,Burnt orange,Fall,4,2-Day Shipping,Yes,4,Credit Card,
911,28,Female,Hoodie,46.76893564,South Carolina,S,Mauve,Winter,4,2-Day Shipping,Yes,13,Credit Card,
840,23,Male,Handbag,44.35225248,Illinois,L,Fuchsia,Summer,NA,2-Day Shipping,Yes,0,Credit Card,
422,38,Female,Dress,44.85254333,Kentucky,M,Lavender,Spring,4,2-Day Shipping,Yes,11,Credit Card,
247,38,Female,Backpack,45.25493309,Nevada,XL,Ruby Red,Fall,5,2-Day Shipping,Yes,7,Credit Card,
1338,,Female,T-shirt,48.42649237,Tennessee,L,White,Summer,5,2-Day Shipping,Yes,1,Credit Card,
750,20,Male,Jeans,49.68894684,Oklahoma,M,Burnt orange,Fall,4,Standard,Yes,12,Credit Card,
1399,49,Female,Backpack,52.60976689,Texas,M,Ruby Red,Winter,4,2-Day Shipping,Yes,5,Credit Card,
20,35,Male,Running Shoes,58.5694365,Rhode Island,M,Lemon yellow,Spring,4,Standard,Yes,2,Credit Card,
1653,38,Female,Backpack,40.04664342,New Mexico,M,Terra cotta,Winter,NA,2-Day Shipping,Yes,20,Credit Card,
1447,22,Female,Jacket,45.24002683,Wyoming,XL,Brown,Fall,NA,2-Day Shipping,Yes,8,Credit Card,
1453,52,Female,Handbag,54.79927109,Colorado,L,Fuchsia,Summer,NA,2-Day Shipping,Yes,4,Credit Card,
940,,Male,Gloves,51.87402395,New York,L,Brick red,Winter,NA,2-Day Shipping,Yes,5,Credit Card,
999,53,Female,Hoodie,42.19116064,,M,Ruby Red,Winter,5,2-Day Shipping,Yes,4,Credit Card,
1359,31,Male,Gloves,50.31351323,Nebraska,XL,Ruby Red,Winter,5,2-Day Shipping,Yes,20,Credit Card,
752,49,Female,Backpack,60.66759214,Ohio,L,Terra cotta,Winter,NA,2-Day Shipping,Yes,0,Credit Card,
122,22,Female,Handbag,57.49894765,Virginia,M,Aubergine,Summer,4,2-Day Shipping,Yes,2,Credit Card,
1379,,Male,Pajamas,45.78731684,Kentucky,XL,Mauve,Winter,4,Standard,Yes,11,Credit Card,
873,23,Male,Boots,39.39132211,North Dakota,M,Aubergine,Fall,NA,2-Day Shipping,Yes,4,Credit Card,
902,48,Female,Sunglasses,44.02780416,Missouri,L,Fuchsia,Summer,4,2-Day Shipping,Yes,8,Credit Card,
447,36,Female,Gloves,62.01861066,West Virginia,M,Brick red,Winter,NA,Standard,Yes,1,Credit Card,
228,42,Male,Sweater,51.6448393,Rhode Island,M,Aubergine,Fall,4,2-Day Shipping,Yes,17,Credit Card,
375,42,Female,Boots,49.75532488,Ohio,S,Burnt orange,Winter,NA,2-Day Shipping,Yes,2,Credit Card,
801,29,Female,Jacket,55.20093414,,S,Terra cotta,Winter,NA,2-Day Shipping,Yes,2,Credit Card,
156,24,Female,Socks,46.01118578,Maine,S,Lemon yellow,Winter,5,2-Day Shipping,Yes,20,Credit Card,
1450,42,Male,Boots,50.45372488,New York,L,Aubergine,Fall,NA,Standard,Yes,1,Credit Card,
379,35,Female,T-shirt,45.06238872,Nevada,L,Lavender,Summer,NA,2-Day Shipping,Yes,10,Credit Card,
319,19,Female,Sweater,51.19787353,South Dakota,M,Black,Winter,NA,2-Day Shipping,Yes,0,Credit Card,
1316,44,Female,Backpack,50.35215426,Mississippi,L,Black,Winter,2,2-Day Shipping,Yes,20,Credit Card,
1459,40,Female,Handbag,54.70431723,Missouri,M,White,Summer,NA,2-Day Shipping,Yes,0,Credit Card,
1474,,Male,Scarf,48.24144709,Wisconsin,M,Mauve,Winter,NA,2-Day Shipping,Yes,2,Credit Card,
61,73,Male,Gloves,52.05465412,Idaho,L,Brown,Fall,NA,Standard,Yes,8,Bank Transfer,
173,40,Male,Hoodie,49.89958495,Nebraska,M,Brown,Fall,4,2-Day Shipping,Yes,13,Credit Card,
1605,34,Female,T-shirt,43.74152578,Maine,M,Lemon yellow,Summer,5,2-Day Shipping,Yes,4,Credit Card,
669,20,Male,Leggings,48.49841265,Hawaii,S,Black,Fall,4,Standard,Yes,5,Credit Card,
1335,29,Male,Handbag,49.99286342,West Virginia,S,Aubergine,Fall,4,2-Day Shipping,Yes,5,Credit Card,
1380,33,Male,Shorts,57.6100289,Minnesota,L,Baby blue,Summer,4,2-Day Shipping,Yes,14,Credit Card,
1253,42,Female,Gloves,35.41296216,Massachusetts,L,Aubergine,Winter,NA,Express,Yes,2,Credit Card,
1209,54,Male,Backpack,55.25451595,Wisconsin,S,Burnt orange,Fall,NA,2-Day Shipping,Yes,1,Credit Card,
512,34,Male,Pajamas,52.4119588,Hawaii,L,Black,Fall,NA,2-Day Shipping,Yes,3,Credit Card,
1488,28,Female,Dress,52.55884274,Arizona,L,Fuchsia,Summer,NA,2-Day Shipping,Yes,0,Credit Card,
699,26,Female,Gloves,45.79099965,Iowa,M,Terra cotta,Fall,4,2-Day Shipping,Yes,7,Credit Card,
190,38,Female,T-shirt,35.31912569,West Virginia,M,Aubergine,Summer,NA,2-Day Shipping,Yes,3,Credit Card,
520,26,Female,Pajamas,41.20921046,Minnesota,L,Ruby Red,Fall,NA,2-Day Shipping,Yes,20,Credit Card,
683,25,Female,Scarf,44.99695754,Missouri,M,Brown,Winter,NA,2-Day Shipping,Yes,8,Credit Card,
1333,32,Female,Shorts,47.0477258,Alaska,S,Periwinkle,Summer,NA,2-Day Shipping,Yes,5,Credit Card,
647,28,Male,Pajamas,60.21791537,Indiana,XL,Aubergine,Winter,2,Standard,Yes,1,Credit Card,
649,41,Male,Jeans,49.43310148,Michigan,M,Ruby Red,Fall,NA,Standard,Yes,1,Credit Card,
433,,Female,Hoodie,56.61190955,,S,Periwinkle,Winter,5,2-Day Shipping,Yes,5,Credit Card,
618,,Female,Running Shoes,52.5079044,,M,Lemon yellow,Summer,2,2-Day Shipping,Yes,20,Credit Card,
891,37,Female,Dress,47.49841344,New York,S,Lemon yellow,Summer,NA,2-Day Shipping,Yes,5,Credit Card,
1429,51,Male,Sweater,40.62876525,North Dakota,S,Brown,Fall,NA,2-Day Shipping,Yes,11,Credit Card,
1600,30,Male,Jeans,58.9130465,Delaware,M,Muted mustard yellow,Fall,NA,2-Day Shipping,Yes,3,Credit Card,
85,43,Female,Sweater,41.5289252,,S,Mauve,Winter,2,2-Day Shipping,Yes,16,Credit Card,
1542,42,Female,Gloves,57.01522689,,S,Black,Winter,4,2-Day Shipping,Yes,7,Credit Card,
1001,49,Male,Handbag,48.07291652,Georgia,M,White,Spring,4,2-Day Shipping,Yes,14,Credit Card,
1114,24,Male,Gloves,44.96700027,Maryland,M,Mauve,Winter,NA,2-Day Shipping,Yes,0,Credit Card,
550,24,Male,T-shirt,53.63735833,Arizona,S,Brick red,Fall,NA,Next Day Air,Yes,20,Credit Card,
858,22,Female,Shorts,47.8096913,,L,Periwinkle,Spring,NA,Standard,Yes,20,Credit Card,
686,21,Male,Scarf,52.59100016,Massachusetts,XL,Burnt orange,Fall,2,2-Day Shipping,Yes,4,Credit Card,
1548,23,Female,Sunglasses,50.71120618,South Carolina,L,Muted mustard yellow,Fall,2,2-Day Shipping,Yes,0,Credit Card,
589,34,Male,Pajamas,44.23301862,South Dakota,M,Turquoise,Winter,NA,2-Day Shipping,Yes,2,Credit Card,
563,27,Female,T-shirt,57.38017676,Missouri,M,Fuchsia,Summer,NA,Standard,Yes,13,Credit Card,
753,39,Male,Dress,49.12665545,Ohio,L,White,Spring,4,2-Day Shipping,Yes,3,Credit Card,
1327,39,Female,Leggings,50.64982979,Texas,M,Ruby Red,Winter,5,2-Day Shipping,Yes,2,Credit Card,
1292,23,Male,Gloves,46.59732353,South Dakota,S,Terra cotta,Fall,NA,2-Day Shipping,Yes,20,Credit Card,
168,44,Female,Gloves,48.05679338,Arkansas,M,Brick red,Winter,NA,2-Day Shipping,Yes,3,Credit Card,
340,28,Female,Gloves,49.07211031,Pennsylvania,M,Periwinkle,Winter,NA,Standard,Yes,1,Credit Card,
1290,21,Female,Jacket,42.3687818,New Hampshire,M,Brown,Winter,5,2-Day Shipping,Yes,16,Credit Card,
1356,43,Male,Scarf,51.92072284,Florida,M,Brick red,Winter,5,Standard,Yes,7,Credit Card,
1581,25,Female,Jeans,45.21125738,North Dakota,L,Muted mustard yellow,Fall,NA,2-Day Shipping,Yes,1,Credit Card,
1016,27,Male,Running Shoes,48.49234581,North Carolina,M,Fuchsia,Summer,5,2-Day Shipping,Yes,16,Credit Card,
71,22,Male,Dress,44.41340256,Alabama,M,Turquoise,Summer,4,2-Day Shipping,Yes,1,Credit Card,
1528,19,Male,Leggings,42.54104358,Wisconsin,L,Ruby Red,Fall,5,2-Day Shipping,Yes,6,Credit Card,
82,31,Male,Running Shoes,56.77057507,Virginia,L,White,Summer,NA,2-Day Shipping,Yes,0,Credit Card,
1630,39,Male,Boots,57.56202207,North Dakota,S,Ruby Red,Fall,NA,2-Day Shipping,Yes,2,Credit Card,
1368,55,Female,Socks,45.38267913,Iowa,S,Brown,Winter,NA,2-Day Shipping,Yes,4,Credit Card,
878,42,Male,Hoodie,46.85418263,Nebraska,M,Mauve,Winter,4,2-Day Shipping,Yes,9,Credit Card,
923,33,Male,Handbag,49.49116764,Georgia,M,Turquoise,Fall,NA,2-Day Shipping,Yes,15,Credit Card,
1014,43,Male,Running Shoes,56.00506254,South Carolina,XL,Lavender,Summer,NA,Standard,Yes,5,Credit Card,
342,27,Female,Handbag,57.59336121,Utah,S,Periwinkle,Spring,NA,2-Day Shipping,Yes,0,Credit Card,
1504,36,Male,Dress,49.22839616,Michigan,M,Lavender,Summer,NA,2-Day Shipping,Yes,2,Credit Card,
366,,Male,Sunglasses,54.2363679,West Virginia,XL,Pale peach,Spring,NA,2-Day Shipping,Yes,0,Credit Card,
1551,45,Female,Leggings,49.78641449,Arkansas,S,Burnt orange,Winter,NA,2-Day Shipping,Yes,0,Credit Card,
1652,,Female,Sunglasses,52.33656065,Texas,M,Periwinkle,Summer,4,Standard,Yes,8,Credit Card,
937,18,Male,Jacket,52.2971151,Maine,M,Mauve,Fall,4,2-Day Shipping,Yes,20,Credit Card,
1033,30,Male,Hoodie,49.77641958,Maine,M,Aubergine,Fall,2,Standard,Yes,3,Credit Card,
998,29,Female,Shorts,53.92398884,,M,Aubergine,Fall,4,2-Day Shipping,Yes,11,Credit Card,
829,31,Male,Leggings,52.33832912,,M,Mauve,Winter,5,2-Day Shipping,Yes,1,Credit Card,
114,32,Male,Shorts,46.39822913,New Jersey,L,Periwinkle,Summer,NA,2-Day Shipping,Yes,0,Credit Card,
663,26,Male,Hoodie,45.72104321,Illinois,L,Brown,Winter,NA,Standard,Yes,12,Credit Card,
1003,,Male,Socks,48.66096318,North Dakota,M,Black,Winter,5,2-Day Shipping,Yes,16,Credit Card,
410,30,Female,Hoodie,57.76846143,Minnesota,M,Burnt orange,Fall,5,Standard,Yes,7,Credit Card,
1205,27,Female,Scarf,49.11749755,,M,Black,Fall,NA,2-Day Shipping,Yes,1,Credit Card,
271,41,Male,Jeans,43.81904074,North Dakota,XL,Burnt orange,Fall,NA,2-Day Shipping,Yes,1,Credit Card,
522,29,Female,Pajamas,56.64769266,Vermont,L,Terra cotta,Fall,NA,Standard,Yes,6,Credit Card,
239,41,Male,Running Shoes,48.29991219,,M,White,Summer,4,2-Day Shipping,Yes,2,Credit Card,
1494,36,Male,Sunglasses,44.41247319,North Dakota,S,Turquoise,Summer,NA,2-Day Shipping,Yes,0,Credit Card,
783,21,Female,Sunglasses,56.97820884,Hawaii,M,Muted mustard yellow,Fall,NA,2-Day Shipping,Yes,4,Credit Card,
400,28,Male,Sunglasses,50.73258867,Idaho,L,Muted mustard yellow,Summer,4,2-Day Shipping,Yes,8,Credit Card,
571,29,Male,Jeans,41.30296824,Iowa,XL,Brown,Fall,NA,Standard,Yes,2,Credit Card,
924,,Female,Sunglasses,43.14701303,Arkansas,M,Turquoise,Spring,NA,2-Day Shipping,Yes,1,Credit Card,
1329,39,Female,Pajamas,45.41380211,Rhode Island,M,Terra cotta,Fall,4,Next Day Air,Yes,0,Credit Card,
1138,24,Female,Running Shoes,47.30926093,New Mexico,XL,Fuchsia,Summer,NA,2-Day Shipping,Yes,3,Credit Card,
1098,18,Male,T-shirt,55.22301175,Vermont,M,Lavender,Spring,5,2-Day Shipping,Yes,4,Credit Card,
1543,49,Female,Handbag,49.38909808,Hawaii,M,Lavender,Summer,4,2-Day Shipping,Yes,15,Credit Card,
1544,22,Female,Backpack,50.31347184,Wisconsin,M,Mauve,Fall,4,Standard,Yes,12,Credit Card,
1093,54,Male,Hoodie,53.97064728,South Dakota,L,Baby blue,Fall,NA,2-Day Shipping,Yes,5,Credit Card,
14,67,Female,Running Shoes,54.52148177,New Hampshire,M,Periwinkle,Spring,NA,2-Day Shipping,Yes,1,Bank Transfer,
1440,19,Male,Sunglasses,52.78126849,New Mexico,M,Muted mustard yellow,Spring,4,2-Day Shipping,Yes,19,Credit Card,
526,30,Female,T-shirt,51.01584873,Iowa,M,Baby blue,Spring,NA,2-Day Shipping,Yes,1,Credit Card,
1032,20,Female,Running Shoes,46.36139763,Tennessee,M,Baby blue,Summer,4,Express,Yes,8,Credit Card,
185,38,Male,T-shirt,49.10851711,Hawaii,L,Periwinkle,Spring,NA,2-Day Shipping,Yes,20,Credit Card,
485,26,Female,Backpack,47.58125345,Missouri,L,Black,Winter,4,2-Day Shipping,Yes,2,Credit Card,
1194,28,Female,Dress,49.83418802,Alaska,L,Baby blue,Spring,NA,2-Day Shipping,Yes,5,Credit Card,
1336,40,Female,Handbag,51.86956137,Nevada,M,Baby blue,Spring,NA,Standard,Yes,19,Credit Card,
892,38,Female,Gloves,51.74184838,Pennsylvania,S,Black,Winter,4,2-Day Shipping,Yes,1,Credit Card,
335,40,Female,Socks,43.781633,Kansas,M,Brown,Fall,NA,Next Day Air,Yes,15,Credit Card,
488,36,Female,Pajamas,48.53537474,Iowa,L,Black,Fall,1,Standard,Yes,1,Credit Card,
261,35,Female,Handbag,50.86305295,Montana,S,Lemon yellow,Summer,4,2-Day Shipping,Yes,20,Credit Card,
583,44,Male,Sunglasses,43.72280079,Colorado,L,Baby blue,Spring,NA,Standard,Yes,13,Credit Card,
544,37,Male,Boots,46.86248902,Alabama,S,Fuchsia,Winter,NA,2-Day Shipping,Yes,0,Credit Card,
1556,45,Male,Shorts,57.73158199,Ohio,S,Fuchsia,Spring,NA,2-Day Shipping,Yes,10,Credit Card,
404,21,Female,Hoodie,57.02103744,Nevada,M,Black,Winter,4,2-Day Shipping,Yes,20,Credit Card,
794,34,Male,Shorts,54.87718425,Alabama,L,Lemon yellow,Summer,NA,2-Day Shipping,Yes,1,Credit Card,
908,38,Female,Running Shoes,51.99523533,Missouri,L,Baby blue,Spring,4,2-Day Shipping,Yes,11,Credit Card,
94,32,Male,Leggings,49.97045955,Florida,M,Burnt orange,Winter,NA,2-Day Shipping,Yes,0,Credit Card,
554,28,Male,Boots,56.73904323,,M,Turquoise,Fall,5,2-Day Shipping,Yes,15,Credit Card,
169,36,Female,Leggings,44.52973208,Louisiana,M,Terra cotta,Winter,5,Standard,Yes,13,Credit Card,
837,22,Female,Handbag,58.48148556,West Virginia,L,Fuchsia,Spring,5,2-Day Shipping,Yes,1,Credit Card,
197,37,Female,Jacket,62.62794485,Washington,M,Brown,Fall,4,2-Day Shipping,Yes,2,Credit Card,
1136,37,Female,Gloves,36.45772461,,L,Aubergine,Winter,NA,2-Day Shipping,Yes,2,Credit Card,
966,,Female,Dress,46.10371617,Delaware,L,Fuchsia,Summer,NA,2-Day Shipping,Yes,5,Credit Card,
1475,21,Female,Hoodie,46.97309574,New Jersey,S,Black,Winter,NA,2-Day Shipping,Yes,8,Credit Card,
1473,38,Female,Handbag,40.38257453,Indiana,L,Lavender,Summer,NA,Express,Yes,11,Credit Card,
12,37,Female,Pajamas,53.39874913,Hawaii,S,Mauve,Fall,5,2-Day Shipping,Yes,16,Credit Card,
1580,,Male,Handbag,51.18641929,Oklahoma,M,Lavender,Summer,NA,2-Day Shipping,Yes,1,Credit Card,
845,45,Male,Dress,41.1260247,Missouri,L,Burnt orange,Fall,2,2-Day Shipping,Yes,7,Credit Card,
543,27,Female,Sweater,51.76473989,Illinois,XL,Brown,Fall,NA,2-Day Shipping,Yes,1,Credit Card,
221,31,Male,Sweater,47.40280773,Arizona,S,Black,Winter,NA,2-Day Shipping,Yes,0,Credit Card,
1252,22,Male,Handbag,55.0677571,Indiana,XL,Muted mustard yellow,Fall,5,2-Day Shipping,Yes,11,Credit Card,
796,44,Female,Shorts,53.06347719,New York,M,Lavender,Summer,NA,2-Day Shipping,Yes,3,Credit Card,
573,52,Male,Socks,41.74171333,South Carolina,XL,Periwinkle,Winter,NA,2-Day Shipping,Yes,0,Credit Card,
1340,22,Male,Running Shoes,49.18203221,Indiana,L,Pale peach,Summer,NA,2-Day Shipping,Yes,12,Credit Card,
1578,43,Female,Belt,59.30870683,Delaware,S,Mauve,Fall,4,2-Day Shipping,Yes,3,Credit Card,
675,28,Female,Handbag,45.07658635,,XL,Baby blue,Summer,5,2-Day Shipping,Yes,1,Credit Card,
63,30,Female,Boots,48.67741451,,S,Brick red,Winter,NA,2-Day Shipping,Yes,4,Credit Card,
406,30,Male,Sweater,57.26295557,South Carolina,S,Ruby Red,Fall,4,2-Day Shipping,Yes,2,Credit Card,
798,,Male,Running Shoes,46.69344761,Maryland,M,Baby blue,Summer,4,2-Day Shipping,Yes,2,Credit Card,
759,39,Female,Running Shoes,46.90374827,Massachusetts,L,Turquoise,Summer,NA,Standard,Yes,4,Credit Card,
1659,33,Male,Scarf,57.7487976,Alaska,S,Mauve,Winter,NA,2-Day Shipping,Yes,3,Credit Card,
372,43,Male,Leggings,54.81294317,North Carolina,S,Brick red,Winter,4,2-Day Shipping,Yes,0,Credit Card,
1213,18,Female,Socks,46.63263848,Pennsylvania,M,Muted mustard yellow,Fall,NA,2-Day Shipping,Yes,0,Credit Card,
491,54,Female,Backpack,50.92267089,Colorado,M,Brown,Winter,2,2-Day Shipping,Yes,0,Credit Card,
443,33,Male,Socks,44.09223925,Michigan,M,Burnt orange,Winter,NA,Standard,Yes,11,Credit Card,
1143,37,Female,Leggings,44.33412955,Ohio,L,Black,Winter,2,Standard,Yes,5,Credit Card,
1034,,Female,Dress,47.27224837,Montana,S,Lavender,Spring,NA,2-Day Shipping,Yes,11,Credit Card,
1079,32,Male,Pajamas,39.38431034,Arizona,M,Mauve,Winter,1,2-Day Shipping,Yes,5,Credit Card,
1559,,Male,Running Shoes,61.16430757,New Mexico,XL,White,Summer,4,2-Day Shipping,Yes,10,Credit Card,
266,29,Male,Backpack,46.07998363,Michigan,M,Terra cotta,Winter,NA,2-Day Shipping,Yes,1,Credit Card,
350,48,Male,Scarf,45.24401618,Arizona,M,Aubergine,Winter,4,2-Day Shipping,Yes,15,Credit Card,
1547,,Female,Leggings,40.17166185,,XL,Brick red,Winter,4,2-Day Shipping,Yes,0,Credit Card,
133,33,Female,Pajamas,54.36538143,New Mexico,M,Fuchsia,Winter,NA,Next Day Air,Yes,3,Credit Card,
1317,33,Male,Running Shoes,51.65242324,Arkansas,S,Periwinkle,Summer,5,2-Day Shipping,Yes,1,Credit Card,
218,31,Female,Running Shoes,46.88516629,Oklahoma,M,Lavender,Spring,NA,2-Day Shipping,Yes,19,Credit Card,
330,29,Male,Boots,38.22171686,Nevada,S,Muted mustard yellow,Winter,NA,Standard,Yes,2,Credit Card,
698,,Female,Sweater,47.55086934,North Dakota,XL,Brown,Winter,4,2-Day Shipping,Yes,4,Credit Card,
1040,32,Male,Boots,51.47221452,Michigan,M,Black,Winter,NA,Standard,Yes,13,Credit Card,
1627,27,Female,Pajamas,60.14957168,Nevada,L,Mauve,Winter,NA,2-Day Shipping,Yes,3,Credit Card,
909,33,Female,Sunglasses,49.01144567,,M,Turquoise,Summer,2,2-Day Shipping,Yes,3,Credit Card,
889,19,Female,Backpack,51.85125535,New Hampshire,S,Brown,Winter,NA,2-Day Shipping,Yes,20,Credit Card,
1288,22,Male,Gloves,42.99140951,Utah,XL,Brown,Winter,2,2-Day Shipping,Yes,8,Credit Card,
425,20,Female,Leggings,42.54889597,Illinois,M,Ruby Red,Winter,NA,2-Day Shipping,Yes,0,Credit Card,
181,21,Male,Sweater,60.95061381,South Dakota,L,Burnt orange,Fall,NA,2-Day Shipping,Yes,13,Credit Card,
336,25,Female,T-shirt,53.01148141,Oregon,L,Lemon yellow,Spring,NA,Standard,Yes,7,Credit Card,
576,35,Male,T-shirt,51.63812717,Nebraska,M,Pale peach,Summer,NA,Standard,Yes,1,Credit Card,
50,31,Male,T-shirt,46.1649649,New Jersey,S,Fuchsia,Spring,NA,2-Day Shipping,Yes,3,Credit Card,
1537,35,Male,Socks,40.54237135,Michigan,M,Muted mustard yellow,Fall,NA,2-Day Shipping,Yes,2,Credit Card,
1107,25,Male,Backpack,54.03510901,Minnesota,L,Aubergine,Winter,4,Standard,Yes,4,Credit Card,
1282,45,Male,Sweater,51.87878253,New Jersey,M,Brick red,Fall,NA,2-Day Shipping,Yes,6,Credit Card,
1052,23,Male,Handbag,51.32612615,Ohio,M,Lavender,Summer,4,Express,Yes,0,Credit Card,
1469,25,Female,Sweater,58.49045491,Arkansas,S,Brick red,Winter,NA,Standard,Yes,0,Credit Card,
474,41,Male,Boots,48.21496278,West Virginia,L,Aubergine,Fall,NA,Standard,Yes,1,Credit Card,
341,29,Male,Backpack,59.3779704,New Jersey,L,Muted mustard yellow,Winter,NA,Express,Yes,1,Credit Card,
1303,28,Male,T-shirt,49.07214525,Idaho,M,Turquoise,Spring,5,2-Day Shipping,Yes,0,Credit Card,
1351,19,Male,Gloves,48.31667903,Delaware,M,Ruby Red,Fall,NA,2-Day Shipping,Yes,0,Credit Card,
795,31,Male,Jeans,43.82723828,Kentucky,XL,Muted mustard yellow,Fall,NA,2-Day Shipping,Yes,12,Credit Card,
1117,43,Female,Dress,39.22953143,Hawaii,M,Lavender,Summer,5,Standard,Yes,2,Credit Card,
1428,38,Female,Backpack,53.67107155,South Dakota,S,Terra cotta,Winter,NA,2-Day Shipping,Yes,12,Credit Card,
746,35,Female,Shorts,54.39126763,Michigan,L,Turquoise,Summer,NA,2-Day Shipping,Yes,2,Credit Card,
855,19,Female,Leggings,53.41207401,California,L,Burnt orange,Winter,4,2-Day Shipping,Yes,0,Credit Card,
1608,27,Female,Socks,55.73767995,Vermont,S,Brick red,Fall,NA,2-Day Shipping,Yes,1,Credit Card,
1020,47,Male,Scarf,57.69295249,,S,Aubergine,Fall,NA,2-Day Shipping,Yes,2,Credit Card,
215,23,Female,Leggings,51.08402125,Hawaii,L,Brick red,Fall,NA,Express,Yes,0,Credit Card,
470,25,Male,Running Shoes,42.25282164,Alabama,L,Pale peach,Spring,NA,2-Day Shipping,Yes,4,Credit Card,
661,20,Female,Sweater,39.41273049,Montana,M,Mauve,Winter,NA,2-Day Shipping,Yes,8,Credit Card,
1640,27,Male,Sweater,50.29825567,Missouri,L,Ruby Red,Winter,NA,2-Day Shipping,Yes,5,Credit Card,
1261,49,Female,Gloves,41.95302928,Virginia,XL,Terra cotta,Fall,NA,Standard,Yes,4,Credit Card,
129,25,Male,Dress,49.23541618,California,M,Turquoise,Spring,5,2-Day Shipping,Yes,4,Credit Card,
1393,44,Male,Dress,42.72517655,Arkansas,M,Pale peach,Summer,5,2-Day Shipping,Yes,2,Credit Card,
676,39,Male,Shorts,47.94433789,Arkansas,M,Lemon yellow,Summer,NA,Standard,Yes,1,Credit Card,
46,25,Female,Sweater,42.26268662,Tennessee,XL,Terra cotta,Fall,4,2-Day Shipping,Yes,0,Credit Card,
733,32,Male,Scarf,48.75681973,New Hampshire,L,Terra cotta,Fall,2,2-Day Shipping,Yes,14,Credit Card,
292,40,Female,Sunglasses,32.81932456,Delaware,XL,Brick red,Spring,NA,Standard,Yes,0,Credit Card,
1442,21,Male,Scarf,52.53912038,Nebraska,S,Baby blue,Winter,5,2-Day Shipping,Yes,11,Credit Card,
1386,25,Male,Scarf,57.26383579,Mississippi,M,Black,Fall,NA,2-Day Shipping,Yes,9,Credit Card,
